CODIGO;CODBARRA1;CODBARRA2;CODBARRA3;CODAUXILI1;CODAUXILI2;DESCRICAO;DESCREDUZI;DESCDETA1;DESCDETA2;DESCDETA3;DESCDETA4;LOCALIZA;SUBGRUPO;GRUPO;DEPARTAMEN;MARCA;PRECOVENDA;MARGEM;ESTOQUE;ESTOQUEMIN;ESTOQUEIDE;ESTOQUEPEN;UNIDADE;PESO;SITUACAO;TIPO;DATAALT;AGRUPAMENT;FRACIONADO;CUSTOMEDIO;PERCOMIS;NAOCOMIS;FATORCONV;CST;ORIGEM;NCM;ICMSIN;ICMSINREV;ICMSININD;ICMSINPER1;ICMSINPER2;ICMS;ICMSCN;ICMSCR;ICMSINDU;ICMSPER1;ICMSPER2;PISCOF;ALIPI;CREDICMS;PPB;FABPROPRI;RECSTANT;GRADEPRINC;GRADE1;GRADE2
3520;10035207;7,89894E+12;;;;CABO CONVERSOR IDE/SATA PARA USB COMTACT REF 9084;CONVERSOR COMTACT;;;;;;93;1;1;0;95;50;1;5;0;0;;0;A;N;20140319;0;;62,48;0;;;241;2;84718000;1;1;1;0;0;1;1;1;1;0;0;1;0;6,52;0;;;0;0;0
3523;10035238;;;;;MEMORIA DDR3 2GB 1333 KINGSTON KVR1333D3S8N9/2G;MEMORIA DDR3 2GB;;;;;;4;1;1;0;115;40;0;5;0;0;;0;A;N;20130429;0;;78,594;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3524;10035245;;;27388;;NOBREAK SMS NET STATION 1200VA BIVOLT;NOBREAK NETSTATION;;;;;;101;1;1;0;480;40;0;0;0;0;;0;A;N;20120109;0;;329,9;0;;;;4;85044040;2;2;2;0;0;9;9;9;9;0;0;1;0;0;823;;;0;0;0
3526;10035269;;;;;PLACA DE VIDEO PCI-E 1GB GTS250;VGA PCI EXPRESS;;;;;;22;1;1;0;650;40;0;0;0;0;;0;A;N;;0;;431,33;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3527;10035276;;;;;MEMORIA DDR2 1024MB 800 HYMIX;MEMORIA DDR 1024;;;;;;4;1;1;0;95;40;0;5;0;0;;0;A;N;20120109;0;;44,9;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3530;10035306;;;;;LIC. SOFT. GFC-02074 WINDOWS 7 HOME PREMIUM OEM 64;SOFTWARE WINDOWS 7;;;;;;130;1;1;0;389;40;0;0;0;0;;0;A;N;20121126;0;;262,74;0;;;;2;0;1;1;1;0;0;3;5;5;5;0;0;1;0;0;0;;;0;0;0
3531;10035313;;;;;"MONITOR LCD 19"" SAMSUNG 933NW PLUS";MONITOR LCD 19 POL;;;;;;28;1;0;0;489;40;0;0;0;0;;0;A;N;;0;;350,3;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3532;10035320;;;;;FONTE NOTEBOOK UNIV. 120W HAYON;FONTE NOTEBOOK;;;;;;16;1;1;0;145;40;0;1;0;0;;0;A;N;;0;;104,9;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3536;10035368;;;;;NOT HP CQ50-216 TX2/2GB/160GB/DVD;NOTEBOOK HP;;;;;;100;1;0;0;1890;40;0;0;0;0;;0;A;N;;0;;1365,933;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3537;10035375;;;;;PLACA MAE INTEL G41RQ S/V/R;PLACA MAE INTEL G41;;;;;;3;1;0;0;275;40;0;0;0;0;;0;A;N;;0;;191,087;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3538;10035382;7,89664E+12;;;;SWITCH 10/100 INTELBRAS 24 PORTAS SF2400QR;SWITCH 24 PORTAS SF2400QR;;;;;;103;1;1;0;490;40;0;2;0;2;;0;A;N;20151027;0;;330;0;;;41;2;85176239;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3540;10035405;;;;;SOFTWARE WINDOWS 7 STARTER OEM;WINDOWS 7 STARTER OEM;;;;;;130;1;1;0;69;40;0;0;0;0;;0;A;N;;0;;44,616;0;;;;0;0;1;1;1;0;0;3;3;3;3;0;0;1;0;5,354;0;;;0;0;0
3541;10035412;;;;;TECLADO USB MICROSOFT DIGITAL MEDIA KEYB 3000;TECLADO J93-00030;;;;;;25;1;1;0;89;50;0;0;0;0;;0;A;N;20120109;0;;58,06;0;;;;2;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;6,06;0;;;0;0;0
3542;10035429;;;;;PLACA REDE WIR PCI MYMAX 54MBPS;PACA REDE PCI WIRELLES;;;;;;23;1;1;0;50;40;0;0;0;0;;0;A;N;20130624;0;;30,703;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;3,684;0;;;0;0;0
3543;10035436;;;;;"MONITOR LCD 16"" SAMSUNG 633NW";MONITOR LCD 15 POL;;;;;;28;1;1;0;459;40;0;0;0;0;;0;A;N;;0;;316,09;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3547;10035474;;;;;KIT VENTILACAO PARA RACK C/ 2 VENT.;KIT VENTILACAO 2 VENT;;;;;;9;1;1;0;235;50;0;0;0;0;;0;A;N;;0;;154,2;0;;;41;0;85177091;1;1;1;0;0;1;1;1;1;0;0;1;0;18,5;0;;;0;0;0
3550;10035504;;;;;LEITOR COD. BARRAS HONNEYWELL 4600;LEITOR CODIGO BARRAS;;;;;;8;1;1;0;1100;40;0;0;0;0;;0;A;N;20150305;0;;790;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3552;10035528;;;;;MOUSE PS2 INOVETECH PRETO;MOUSE OPTICO;;;;;;10;1;1;0;8,9;50;0;10;0;0;;0;A;N;20120229;0;;5,521;0;;;41;0;84716053;2;2;2;0;0;6;6;6;6;0;0;1;0;0,663;0;;;0;0;0
3553;10035535;;;;;TECLADO PS2 INOVETECH PRETO;TECLADO INOVETECH;;;;;;25;1;0;0;11,9;50;0;0;0;0;;0;A;N;;0;;7,858;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,943;0;;;0;0;0
3554;10035542;;;;;MEMORIA DDR2 2048MB 800 MARKVISION;MEMORIA DDR 2GB;;;;;;4;1;1;0;140;40;0;5;0;0;;0;A;N;20130905;0;;96,297;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0,744;0;;;0;0;0
3555;10035559;;;;;NOT ACER 4736Z-4026 T4300/3GB/250GB;NOTEBOOK ACER;;;;;;100;1;0;0;1999;40;0;0;0;0;;0;A;N;;0;;1451,999;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3556;10035566;;;;;HD NOTE 320GB 5400 WESTERN SATA;HD 320GB NOTEBOOK;;;;;;27;1;1;0;240;40;0;0;0;0;;0;A;N;20120109;0;;158,959;0;;;241;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;5,445;203;;;0;0;0
3558;10035580;;;;;LAMPADA ECONOMICA COMPACTA 20W;LAMPADA ELETRONICA;;;;;;8;1;1;0;8,9;100;0;10;0;0;;0;A;N;;0;;6,1;0;;;;0;85393100;2;2;2;0;0;6;6;6;6;0;0;1;0;0,16;0;;;0;0;0
3559;10035597;;;;;LAMPADA ECONOMICA COMPACTA 15W;LAMPADA ELETRONICA;;;;;;8;1;1;0;7,9;100;0;10;0;0;;0;A;N;;0;;5,625;0;;;;0;85393100;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3561;10035610;;;;;SPEAKER GENIUS SP-S110 PRETO/PRATA;SPEAKER GENIUS;;;;;;24;1;1;0;25;50;0;0;0;0;;0;A;N;20120109;0;;15,49;0;;;241;2;85182100;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3562;10035627;;;;;WEBCAN MICROSOFT LIFECAM VX-2000 YFC-00002;WEB CAN VX2000;;;;;;26;1;1;0;120;40;0;0;0;0;;0;A;N;;0;;83,59;0;;;;2;85258029;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3563;10035634;;;;;NOBREAK SMS NET STATION 1200VA MONO;NOBREAK NETSTATION;;;;;;101;1;1;0;419;40;0;0;0;0;;0;A;N;20131104;0;;292,96;0;;;;4;85044040;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3564;10035641;;;;;TECLADO PS2 KMEX MULT 7228 PTO/PTA;TECLADO KMEX;;;;;;25;1;1;0;35;50;0;0;0;0;;0;A;N;20130731;0;;20,27;0;;;;0;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3565;10035658;;;;;TECLADO USB GENIUS MULTIMIDIA KB-320;TECLADO USB GENIUS;;;;;;25;1;1;0;35;50;0;0;0;0;;0;A;N;20120516;0;;23,522;0;;;;2;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;2,455;0;;;0;0;0
3566;10035665;;;;;HEADSET C/ MICR. MAXPRINT;MICROFONE FONE OUVIDO;;;;;;21;1;1;0;12;50;0;1;0;0;;0;A;N;20140905;0;;7,079;0;;;2;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,849;0;;;0;0;0
3567;10035672;;;;;PORTA CDS PARA 128 CDS MAXPRINT;PORTA CDS 128 ESTOJO;;;;;;8;1;1;0;35;50;0;0;0;0;;0;A;N;;0;;21,84;0;;;241;2;42029200;1;1;1;0;0;4;4;7;7;0;0;1;0;0,382;0;;;0;0;0
3568;7,89798E+12;;;;;CARTUCHO COMPATIVEL HP 22 MAXPRINT;CARTUCHO COMPATIVEL 22;;;;;;131;1;1;0;55;40;1;0;0;0;;0;A;N;20120430;0;;38,037;0;;;;2;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;3,808;0;;;0;0;0
3569;10035696;;;;;TONER COMPATIVEL LEX 2018SL (E120);TONER LEXMARK E120;;;;;;17;1;0;0;115;40;0;0;0;0;;0;A;N;;0;;84,452;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3570;10035702;;;;;LAPISEIRA MAXPRINT 0,7MM;LAPISEIRA 0,7M;;;;;;67;2;0;0;4;100;8;0;0;0;;0;A;N;;0;;2,016;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,242;0;;;0;0;0
3571;10035719;;;;;MEMORIA DDR2 2048MB 800 A-DATA;MEMORIA DDR 2GB;;;;;;4;1;1;0;150;40;0;5;0;0;;0;A;N;20120109;0;;99;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;11,88;0;;;0;0;0
3572;10035726;;;;;SOFTWARE PANDA INTER. SECURITY 5+1;ANTIVIRUS SERVIDOR;;;;;;130;1;1;0;175;40;0;0;0;0;;0;A;N;20120928;0;;123,316;0;;;;0;0;1;1;1;0;0;3;3;3;3;0;0;1;0;14,798;0;;;0;0;0
3574;10035740;;;;;GABINETE KMEX 6986 MINI ITX;GABINETE KMEX;;;;;;1;1;1;0;100;40;0;4;0;0;;0;A;N;20120519;0;;55,832;0;;;;2;84733011;2;2;2;0;0;6;6;6;6;0;0;1;0;6,7;0;;;0;0;0
3575;10035757;;;;;SOFTWARE PANDA ANTIVIRUS 2010 1 USU;SOFTWARE ANTIVIRUS;;;;;;130;1;1;0;15;40;0;0;0;0;;0;A;N;;0;;1,292;0;;;;0;0;1;1;1;0;0;3;3;3;3;0;0;1;0;0,102;0;;;0;0;0
3576;10035764;;;;;IMPRESSORA HP MULT F4480 I/C/S;IMPRESSORA HP;;;;;;64;1;1;0;279;40;0;0;0;0;;0;A;N;;0;;184,343;0;;;41;0;84433111;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3577;10035771;;;;;MEMORIA DDR2 2048MB 667 CORSAIR;MEMORIA DDR 2GB;;;;;;4;1;1;0;155;40;0;5;0;0;;0;A;N;20120109;0;;100,32;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3581;10035818;;;;;MOUSE USB MICROSOFT WIRED 200 FB 35H-00006;MOUSE MICROSOFT;;;;;;10;1;1;0;35;50;0;1;0;0;;0;A;N;20120109;0;;23,651;0;;;241;2;84716053;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3583;10035832;;;;;WEBCAN C3TECH 2.0MP WB-2102;WEB CAN;;;;;;26;1;1;0;35;50;0;0;0;0;;0;A;N;20130604;0;;23,42;0;;;241;2;85258019;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3584;10035849;;;;;MIDIA CD-R PRINTABLE MAXPRINT (UNIDADE);CDR UNIDADE;;;;;;18;1;1;0;0,75;50;0;0;0;0;;0;A;N;20140709;0;;0,399;0;;;241;2;85234011;2;2;2;0;0;6;6;6;6;0;0;1;0;0,04;0;;;0;0;0
3585;10035856;;;;;FONE HEADSET C3TECH VOICER LIGHT;FONE C3T VOICER;;;;;;21;1;1;0;15;40;0;2;0;0;;0;A;N;20140930;0;;9,414;0;;;241;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3586;10035863;;;;;NOT ACER 4736Z-4538 T4300/4GB/320GB;NOTEBOOK ACER;;;;;;100;1;1;0;2049;40;0;0;0;0;;0;A;N;;0;;1368,45;0;;;241;2;84713019;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3587;10035870;;;;;TELEFONE INTELBRAS LUMI 2.4GHZ;TELEFONE;;;;;;8;1;0;0;110;40;0;0;0;0;;0;A;N;;0;;74,8;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3588;10035887;;;;;PILHA BATERIA PARA TELEFONE SEM FIO 3,6V 2/3 AA;BATERIA PARA TELEFONE;;;;;;8;1;1;0;15;100;1;10;0;0;;0;A;N;20141114;0;;6,31;0;;;;0;85073011;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3590;10035900;;;;;PROJETOR BENQ MP515 2500 LUMENS;PROJETOR BENQ;;;;;;0;0;0;0;1399;40;0;0;0;0;;0;A;N;;0;;963,43;0;;;;;85286910;1;1;1;0;0;4;4;7;7;0;0;1;0;96,35;0;;;0;0;0
3592;10035924;;;;;FILTRO DE LINHA MULTILASER 6 TOM PRETO WI201;FILTRO DE LINHA 5 TOMA;;;;;;8;1;1;0;29;50;0;5;0;0;;0;A;N;20130209;0;;18,327;0;;;;2;85444200;1;1;1;0;0;4;4;7;7;0;0;1;0;0;0;;;0;0;0
3595;10035955;;;;;ACCESS POINT INTELBRAS 108MBPS WAS200E;ROTEADOR WAS 200E;;;;;;23;1;1;0;149;40;0;0;0;0;;0;A;N;20140225;0;;89,695;0;;;41;0;85176277;2;2;2;0;0;6;6;6;6;0;0;2;0;0;0;;;0;0;0
3596;10035962;8,84421E+11;8,84421E+11;;;CARTUCHO HP 60 PRETO CC640WB 4,5ML;CARTUCHO HP CC640WB;;;;;;5;1;1;0;55,9;40;5;0;0;0;;0;A;N;20150408;0;;38,461;0;;;;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;4,512;645;;;0;0;0
3597;10035979;;;;;IMPRESSORA HP 1660 DESKJET;HP 1660;;;;;;64;1;1;0;169;40;0;1;0;0;;0;A;N;;0;;100,378;0;;;41;0;84433231;1;1;1;0;0;1;1;1;1;0;0;1;0;12,045;0;;;0;0;0
3598;10035986;;;;;MODEM ADSL INTELBRAS 1420 C/WIRELES;MODEM ADSL;;;;;;19;1;1;0;195;40;0;0;0;0;;0;A;N;20130511;0;;135;0;;;;0;85176241;2;2;2;0;0;6;6;6;6;0;0;2;0;0;0;;;0;0;0
3599;10035993;;;;;IMPRESSORA HP 4260;IMPRESSORA HP D4260;;;;;;64;1;0;0;275;40;0;0;0;0;;0;A;N;;0;;194,852;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3603;FQC-00721;;;;;SOFTWARE WINDOWS 7 PRO OEM 32BITS;WINDOWS 7 PRO OEM;;;;;;130;1;1;0;369;40;0;0;0;0;;0;A;N;;0;;254,173;0;;;41;0;0;1;1;1;0;0;3;3;3;3;0;0;1;0;0;0;;;0;0;0
3604;10036044;7,89848E+12;;;;FONTE ATX 200W MULTILASER GA039;FONTE ATX GENERICA;;;;;;16;1;1;0;60;50;0;8;0;0;;0;A;N;20130926;0;;31,274;0;;;41;0;85044029;2;2;2;0;0;6;6;6;6;0;0;1;0;1,108;0;;;0;0;0
3605;10036051;;;;;SUPORTE P/ NOTEBOOK ASYS CROMADO;SUPORTE P NOTEBOOK ASYS;;;;;;8;1;1;0;45;50;0;0;0;0;;0;A;N;20150803;0;;27,063;0;;;;0;94032000;1;1;1;0;0;4;4;7;7;0;0;1;0;3,247;0;;;0;0;0
3606;10036068;;;11194;;FONE HEADSET CLONE TELEMARKETING;MICROFONE COM FONE;;;;;;21;1;1;0;25;40;0;2;0;0;;0;A;N;20150209;0;;11;0;;;;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3607;10036075;;;;;CINTA ABRACADEIRA 20CM PCT C/100;CINTA ABRACADEIRA;;;;;;8;1;1;0;12;100;10;2;0;1;;0;A;N;20140306;0;;6,248;0;;;41;0;39269090;2;2;2;0;0;6;6;6;6;0;0;1;0;0,005;0;;;0;0;0
3608;10036082;;;;;LENTE PARA CAMERA CFTV MINI 6MM;LENTE CAMERA MONITORAM;;;;;;95;1;0;0;35;40;0;0;0;0;;0;A;N;;0;;22,068;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3609;10036099;;;;;FERRAMENTA CHAVE DE INSERCAO 314KR PUTCH DOWN;FERRAMENTA CHAVE DE INSER;;;;;;8;1;1;0;35;100;5;0;0;0;;0;A;N;20140917;0;;19,732;0;;;41;0;82032010;2;2;2;0;0;6;6;6;6;0;0;1;0;1,913;0;;;0;0;0
3610;10036105;;;;;CANALETA 22X22X2000;CANALETA;;;;;;8;1;1;0;13;50;0;0;0;0;;0;A;N;20131112;0;;8,535;0;;;;0;39162000;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3611;10036112;;;;;FERRAMENTA PONTEIRA INDUTIVA ZUMBID;PONTEIRA INDUTIVA GHI5;;;;;;8;1;1;0;110;100;0;0;0;0;;0;A;N;;0;;69;0;;;41;0;90303990;1;1;1;0;0;4;7;7;7;0;0;1;0;0;0;;;0;0;0
3612;10036129;;;;;FERRAMENTA ZUMBIDOR GTS500;ZUMBIDOR;;;;;;8;1;1;0;45;100;0;0;0;0;;0;A;N;;0;;30,9;0;;;41;0;90303990;1;1;1;0;0;4;7;7;7;0;0;1;0;0;0;;;0;0;0
3613;10036136;;;;;FITA ESPUMA DUPLA FACE 18MM X 2,2M;FITA DUPLA FACE;;;;;;57;2;0;0;10;200;0;0;0;0;;0;A;N;;0;;3,444;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3614;10036143;;;;;PLACA DE VIDEO PCI-E 1GB GT220;VGA PCI EXPRESS;;;;;;22;1;1;0;300;40;0;0;0;0;;0;A;N;20130706;0;;200,671;0;;;241;2;84718000;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3615;10036150;;;;;TONER COMPATIVEL HP 35A/36A/85A;TONER COMPATIVEL HP;;;;;;17;1;1;0;55;40;8;0;0;2;;0;A;N;20151113;0;;27,604;0;;;;2;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;2,918;0;;;0;0;0
3616;10036167;;;;;CARTUCHO WP 60 (1660/4280) COLOR;CARTUCHO WP 60 (1660/4280;;;;;;6;1;1;0;15;87,5;0;0;0;0;;0;A;N;;0;;6,75;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,51;0;;;0;0;0
3617;10036174;;;;;CARTUCHO RECICL HP 60 PRETO (1660/4280);CARTUCHO RECICL HP 60 PRE;;;;;;6;1;1;0;25;87,5;0;0;0;0;;0;A;N;20111119;0;;4,2;0;;;;0;84439923;1;1;1;0;0;1;1;1;1;0;0;1;0;0,432;0;;;0;0;0
3618;10036181;;;;;"MALETA NOT LEADERSHIP 17""";MALETA PARA NOTEBOOK;;;;;;8;1;1;0;55;50;0;1;0;0;;0;A;N;;0;;34,95;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3619;10036198;;;;;GABINETE COOLERMASTER ELITE 335 PRETO;GABINETE RC-335-KKN1-GP;;;;;;1;1;1;0;150;40;0;0;0;0;;0;A;N;20120109;0;;87,583;0;;;;0;84733019;2;2;2;0;0;6;6;6;6;0;0;1;0;5,57;0;;;0;0;0
3620;10036204;;;;;IMPRESSORA HP 2460;HP 2460;;;;;;64;1;0;0;190;40;0;0;0;0;;0;A;N;;0;;128,377;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3621;10036211;;;;;HD SATA 750GB 7200 WESTERN;HD SATA 750GB;;;;;;27;1;1;0;180;40;0;0;0;0;;0;A;N;20120109;0;;113,661;0;;;0;2;84717012;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3623;10036235;;;;;HD SATA 1,5TB 7200 SAMSUNG;HD SATA 1500GB;;;;;;27;1;0;0;360;40;0;0;0;0;;0;A;N;;0;;241;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3624;10036242;;;;;PAD MOUSE CLONE ALTA PRECISAO 4056;PAD MOUSE CLONE;;;;;;10;1;1;0;9;50;0;10;0;0;;0;A;N;20130111;0;;5,52;0;;;41;0;39261000;1;1;1;0;0;4;4;7;7;0;0;1;0;0,247;0;;;0;0;0
3625;10036259;;;;;TECLADO USB MICROSOFT WIRED 200 JWD-00001;TECLADO JWD-00001;;;;;;25;1;1;0;73,5;50;0;0;0;0;;0;A;N;20150325;0;;36,061;0;;;241;2;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;3,031;0;;;0;0;0
3627;10036273;;;;;TELEFONE INTELBRAS PLENO GRAFITE;TELEFONE COM FIO;;;;;;8;1;1;0;39;40;0;0;0;0;;0;A;N;20120410;0;;27,21;0;;;41;4;85171891;2;2;2;0;0;9;9;9;9;0;0;1;0;0;226;;;0;0;0
3628;10036280;;;;;ADAPTADOR TOMADA SMS NOVO X ANTIGO;ADAPTADOR TOMADA;;;;;;93;1;1;0;7;50;0;10;0;0;;0;A;N;;0;;4,133;0;;;41;0;85366990;1;1;1;0;0;4;4;7;7;0;0;1;0;0,496;0;;;0;0;0
3629;10036297;;;;;ADAPTADOR TOMADA SMS ANTIGO X NOVO;ADAPTADOR TOMADA;;;;;;93;1;1;0;7;50;0;10;0;0;;0;A;N;;0;;3,051;0;;;;0;85369090;1;1;1;0;0;4;4;7;7;0;0;1;0;0,366;0;;;0;0;0
3630;10036303;;;;;HD SATA 1,0TB 7200 SAMSUNG HD103SJ;HD SATA 1000GB;;;;;;27;1;1;0;390;40;0;0;0;0;;0;A;N;20120109;0;;283,306;0;;;41;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;32,23;288;;;0;0;0
3631;10036310;;;;;SOFTWARE PANDA ANTIVIRUS 2010 5 USU;SOFTWARE ANTIVIRUS;;;;;;130;1;0;0;99,9;40;0;0;0;0;;0;A;N;;0;;68,766;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;8,252;0;;;0;0;0
3632;10036327;;;;;COMP. CENTR. FASTLINE 3010 C2D/2GB/320GB;COMPUTADOR CENTRIUM;;;;;;92;1;1;0;899;50;0;0;0;0;;0;A;N;20120109;0;;634,341;0;;;41;0;84715010;2;2;2;0;0;6;6;6;6;0;0;2;0;0;0;;;0;0;0
3635;10036358;;;;;JOYSTICK GENIUS MAXFIGHTER F-23U;JOYSTICK GENIUS;;;;;;8;1;0;0;45;50;0;1;0;0;;0;A;N;;0;;28,244;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;3,389;0;;;0;0;0
3636;10036365;;;;;SOFTWARE PANDA ANTIVIRUS 2010 11+1 USUAR;SOFTWARE ANTIVIRUS;;;;;;130;1;1;0;239;40;0;0;0;0;;0;A;N;;0;;161,992;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3637;10036372;;;;;COOLER PROC INTEL 775 EVERCOOL PT12-9525;COOLER PT12-9525;;;;;;9;1;1;0;35;50;0;2;0;0;;0;A;N;;0;;19,4;0;;;0;0;84145990;1;1;1;0;0;4;4;7;7;0;0;1;0;2,33;0;;;0;0;0
3638;10036389;;;;;HD SATA 1,0TB 7200 WESTERN WD10EARS;HD SATA 1000GB;;;;;;27;1;1;0;340;40;0;0;0;0;;0;A;N;20120510;0;;222,089;0;;;241;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;17,98;203;;;0;0;0
3639;10036396;;;;;GABINETE COOLERMASTER CM690;GABINETE COOLERMASTER;;;;;;1;1;1;0;450;40;0;0;0;0;;0;A;N;20130506;0;;317,488;0;;;;0;84733011;2;2;2;0;0;6;6;6;6;0;0;1;0;19,35;0;;;0;0;0
3642;10036426;;;;;PLACA MAE INTEL BOXDP55WB I5/I7 S/R;PLACA MAE INTEL;;;;;;3;1;1;0;435;40;0;0;0;0;;0;A;N;20120109;0;;304,974;0;;;241;2;84733041;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3643;10036433;;;;;"RACK MINI 19"" 6U X 450MM PAREDE";RACK PAREDE;;;;;;1;1;1;0;399;40;0;0;0;0;;0;A;N;20130207;0;;269,396;0;;;;2;85177091;1;1;1;0;0;4;4;7;7;0;0;1;0;29,39;0;;;0;0;0
3644;10036440;7,89893E+12;7,89892E+12;;;FONE HEADSET C3TECH VOICER CONFORT;MICROFONE COM FONE;;;;;;21;1;1;0;39,9;40;1;2;0;0;;0;A;N;20150901;0;;26,053;0;;;241;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3645;10036457;;;;;HD EXTERNO 500GB USB SAMSUNG;HD  EXTERNO 500GB;;;;;;27;1;1;0;299;40;0;0;0;0;;0;A;N;20120312;0;;214,32;0;;;;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;0;202;;;0;0;0
3646;10036464;7,89798E+12;;;;ETIQUETAS IMP LASER MAXPRINT 6189 C/100 FLS;ETIQUETAS PARA PRECO;;;;;;71;2;2;0;39;60;4;0;0;0;;0;A;N;20120822;0;;24,865;0;;;0;0;48211000;1;1;1;0;0;4;4;7;7;0;0;1;0;2,811;0;;;0;0;0
3647;10036471;;;;;CARTUCHO COMPATIVEL HP 93 MAXPRINT;CARTUCHO COMPATIVEL 9361;;;;;;131;1;1;0;57;40;0;0;0;0;;0;A;N;20120430;0;;40,46;0;;;;2;84439922;2;2;2;0;0;6;6;6;6;0;0;1;0;4,05;0;;;0;0;0
3648;10036488;;;;;MIDIA DVD-R MINI DVD-R MAXPRINT UNIDADE;DVD MINI DVD;;;;;;18;1;1;0;3;50;0;0;0;0;;0;A;N;20140624;0;;1,26;0;;;;2;85234011;2;2;2;0;0;6;6;6;6;0;0;1;0;0,009;0;;;0;0;0
3649;10036495;;;;;WEBCAN C3TECH 2.0MP MODELO 210;WEB CAN;;;;;;26;1;1;0;39;50;0;0;0;0;;0;A;N;;0;;21,9;0;;;241;2;85258019;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
